URL,Redirect,Response Code,News Error,Detected,Category,Platform,Last crawled
/fellowships/postdoc/hosts/host-application-medieval,,404,,12/2/17,Not found,Desktop,12/2/17
/fellowships/postdoc/hosts/host-application-sciences,,404,,11/30/17,Not found,Desktop,12/1/17
/fellowships/postdoc/img,,404,,12/1/17,Not found,Desktop,12/3/17
/fellowships/postdoc/info/dc-science,,404,,12/1/17,Not found,Desktop,12/2/17
/fellowships/postdoc/info/Ecologies/view,,404,,12/2/17,Not found,Desktop,12/11/17
/fellowships/postdoc/info/Ecologies650/view,,404,,12/1/17,Not found,Desktop,12/1/17
/fellowships/postdoc/recipients/clir-postdoc-research-reimbursement-form/view,,404,,12/1/17,Not found,Desktop,12/1/17
/fellowships/postdoc/recipients/clir-postdoc-travel-reimbursement-form,,404,,12/1/17,Not found,Desktop,12/1/17
/fellowships/postdoc/recipients/summer-2013-seminar-agenda,,404,,12/1/17,Not found,Desktop,12/1/17
/fellowships/postdoc/recipients/summer-seminar-agenda-2015,,404,,12/2/17,Not found,Desktop,12/2/17
/fellowships/postdoc/teaching-by-the-book,,404,,11/28/17,Not found,Desktop,12/12/17
/fellowships/postdoc/unt11,,404,,11/29/17,Not found,Smartphone,11/29/17
/forms,,404,,12/1/17,Not found,Desktop,12/1/17
/forms/job_application,,404,,12/2/17,Not found,Desktop,12/17/17
/globaldigitallibraries/projects,,404,,12/1/17,Not found,Smartphone,12/1/17
/hiddencollections/2015-symposium-unconference/participant-list/participant-list-full,,404,,11/30/17,Not found,Desktop,12/2/17
/hiddencollections/2015-symposium-unconference/participant-list/participant-list-full/at_download/file,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/2015-symposium-unconference/participant-list/participant-list-unconference,,404,,11/28/17,Not found,Desktop,11/28/17
/hiddencollections/applicants/applicant-documents,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/applicants/applicant-documents/dhc-subcontractor-guidelines,,404,,12/2/17,Not found,Desktop,12/5/17
/hiddencollections/applicants/applicant-documents/dhc-subcontractor-guidelines/at_download/file,,404,,12/5/17,Not found,Desktop,12/5/17
/hiddencollections/applicants/applicant-documents/dhcapplicantsubcontractorguidelines,,404,,12/1/17,Not found,Desktop,12/9/17
/hiddencollections/applicants/applicant-documents/dhclistofcollections,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/applicants/applicant-documents/model-ip-agreement,,404,,12/1/17,Not found,Desktop,12/14/17
/hiddencollections/applicants/applicantguidelines.html/applicant-documents/dhcapplicantsubcontractorguidelines,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/applicants/applicantguidelines.html/applicant-documents/dhclistofcollections,,404,,12/2/17,Not found,Desktop,12/4/17
/hiddencollections/applicants/applicantguidelines.html/applicant-documents/model-ip-agreement,,404,,12/2/17,Not found,Desktop,12/4/17
/hiddencollections/applicants/awards/for-2015,,404,,12/9/17,Not found,Desktop,12/9/17
/hiddencollections/applicants/budget-detail-new,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/applicants/clir-staff-presentations,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/applicants/clir-staff-presentations/2016-applicant-webinar-presentation-slides,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/applicants/guidelines/,,404,,12/8/17,Not found,Smartphone,12/8/17
/hiddencollections/applicants/institutional-letter-of-support-cover-sheet,,404,,12/2/17,Not found,Desktop,12/5/17
/hiddencollections/applicants/related-grant-programs,,404,,12/2/17,Not found,Desktop,12/14/17
/hiddencollections/applicants/related-grant-programs/,,404,,12/1/17,Not found,Desktop,12/16/17
/hiddencollections/applicants/related-grant-programs/general-advice,,404,,11/30/17,Not found,Desktop,12/9/17
/hiddencollections/applicants/reviewer-questions-2016,,404,,12/5/17,Not found,Desktop,12/5/17
/hiddencollections/applicants/sample-proposals/george-washington-university-2013-example-proposal,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/applicants/service-provider-information/SUL-digitization-services-brochure/at_download/file,,404,,12/1/17,Not found,Desktop,12/3/17
/hiddencollections/applicants/service-provider-information/SUL-digitization-services-brochure/view,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/awards/for-2015,,404,,12/1/17,Not found,Smartphone,12/1/17
/hiddencollections/awards/for-2016,,404,,11/30/17,Not found,Desktop,12/2/17
/hiddencollections/cfp_microgrants/at_download/file,,404,,12/2/17,Not found,Desktop,12/5/17
/hiddencollections/meetings,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/meetings/symposium/js,,410,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/meetings/symposium/powerpoints,,410,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/program-proposals/2013-hidden-collections-proposal-excerpts,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/program-proposals/2015-digitizing-hidden-collections-proposal-pdf,,404,,12/1/17,Not found,Desktop,12/3/17
/hiddencollections/recipients/financialreportingtemplate_grantmodification,,404,,12/1/17,Not found,Desktop,12/2/17
/hiddencollections/recipients/hc-report-template,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/recipients/hidden-collections-financial-report-mockup,,404,,12/3/17,Not found,Desktop,12/17/17
/hiddencollections/recipients/hidden-collections-financial-report-template-edited,,404,,12/1/17,Not found,Desktop,12/1/17
/hiddencollections/recipients/reporting/,,404,,12/7/17,Not found,Desktop,12/7/17
/hiddencollections/resources/amistad-research-center-archives-and-library-policy-and-procedure-manual/at_download/file,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/resources/queens-museum-guide-for-cataloging-collections-in-past-perfect,,404,,11/30/17,Not found,Desktop,12/15/17
/hiddencollections/resources/san-diego-museum-of-man-glossary-of-pastperfect-search-terms,,404,,12/2/17,Not found,Desktop,12/17/17
/hiddencollections/resources/san-diego-museum-of-man-glossary-of-pastperfect-search-terms/at_download/file,,404,,12/6/17,Not found,Desktop,12/6/17
/hiddencollections/resources/san-diego-museum-of-man-photo-catalog-procedures/at_download/file,,404,,12/1/17,Not found,Desktop,12/4/17
/hiddencollections/resources/san-diego-museum-of-man-photo-reproduction-order-form,,404,,12/2/17,Not found,Desktop,12/2/17
/hiddencollections/sahc/curriculum-committee-agreement-template,,404,,12/2/17,Not found,Desktop,12/4/17
/hiddencollections/sahc/sahc_webinar_evaluation_survey,,404,,12/1/17,Not found,Desktop,12/2/17
